0,R,0.20,K64,23,12:26:26,U,0.00038,I,0.0019
233,R,391732096.00,K0,23,13:48:06,U,0.19,I,0.0
234,R,0.57,K48,23,13:48:33,U,0.00084,I,0.0014
235,R,0.48,K48,23,13:48:45,U,0.00072,I,0.0014
236,R,0.24,K48,23,13:48:55,U,0.00036,I,0.0014
237,R,0.17,K48,23,13:49:06,U,0.00025,I,0.0014
238,R,0.17,K48,23,13:49:19,U,0.00025,I,0.0014
239,R,0.11,K48,23,13:49:31,U,0.00016,I,0.0014
240,R,0.10,K48,23,13:49:42,U,0.00014,I,0.0014
241,R,0.15,K48,23,13:49:51,U,0.00021,I,0.0014
242,R,0.09,K48,23,13:50:02,U,0.00013,I,0.0014
243,R,0.11,K48,23,13:50:12,U,0.00016,I,0.0014
244,R,0.12,K48,23,13:50:23,U,0.00018,I,0.0014
245,R,0.77,K48,23,13:50:45,U,0.0010,I,0.0013
246,R,0.33,K48,23,13:50:56,U,0.00045,I,0.0013
247,R,0.17,K48,23,13:51:07,U,0.00023,I,0.0013
248,R,0.14,K48,23,13:51:19,U,0.00019,I,0.0013
249,R,0.10,K48,23,13:51:30,U,0.00014,I,0.0013
250,R,0.11,K48,23,13:51:40,U,0.00014,I,0.0013
251,R,0.21,K48,23,13:51:51,U,0.00029,I,0.0013
252,R,0.08,K48,23,13:52:01,U,0.00011,I,0.0013
253,R,0.13,K48,23,13:52:13,U,0.00018,I,0.0013
254,R,0.05,K48,23,13:52:23,U,0.000065,I,0.0013
255,R,0.09,K48,23,13:53:14,U,0.00012,I,0.0013
256,R,0.57,K48,23,13:53:44,U,0.00089,I,0.0015
257,R,0.26,K48,23,13:53:57,U,0.00040,I,0.0015
258,R,0.15,K48,23,13:54:17,U,0.00023,I,0.0015
259,R,0.11,K48,23,13:54:28,U,0.00017,I,0.0015
260,R,0.11,K48,23,13:54:39,U,0.00017,I,0.0015
261,R,0.22,K48,23,13:54:49,U,0.00034,I,0.0015
262,R,0.08,K48,23,13:55:00,U,0.00013,I,0.0015
263,R,0.13,K48,23,13:55:11,U,0.00019,I,0.0015
264,R,0.07,K48,23,13:55:22,U,0.00011,I,0.0015
265,R,0.09,K48,23,13:55:42,U,0.00014,I,0.0015
266,R,0.14,K48,23,13:55:53,U,0.00021,I,0.0015
267,R,0.49,K48,23,13:56:18,U,0.00084,I,0.0017
268,R,0.28,K48,23,13:56:31,U,0.00048,I,0.0017
269,R,0.15,K48,23,13:56:42,U,0.00025,I,0.0017
270,R,0.19,K48,23,13:56:53,U,0.00033,I,0.0017
271,R,0.23,K48,23,13:57:06,U,0.00039,I,0.0017
272,R,0.12,K48,23,13:57:16,U,0.00019,I,0.0017
273,R,0.13,K48,23,13:57:27,U,0.00023,I,0.0017
274,R,0.08,K48,23,13:57:38,U,0.00014,I,0.0017
275,R,0.09,K48,23,13:57:51,U,0.00016,I,0.0017
276,R,0.10,K48,23,13:58:02,U,0.00018,I,0.0017
277,R,0.07,K48,23,13:58:13,U,0.00011,I,0.0017
278,R,0.39,K64,23,13:58:49,U,0.00078,I,0.0020
279,R,0.15,K64,23,13:58:59,U,0.00029,I,0.0020
280,R,0.12,K64,23,13:59:09,U,0.00024,I,0.0020
281,R,0.08,K64,23,13:59:21,U,0.00015,I,0.0020
282,R,0.05,K64,23,13:59:32,U,0.00011,I,0.0020
283,R,0.07,K64,23,13:59:42,U,0.00014,I,0.0020
284,R,0.03,K64,23,13:59:53,U,0.000059,I,0.0020
285,R,0.02,K64,23,14:00:06,U,0.000032,I,0.0020
286,R,0.10,K64,23,14:00:19,U,0.00019,I,0.0020
287,R,0.09,K64,23,14:00:31,U,0.00017,I,0.0020
288,R,0.10,K64,23,14:00:44,U,0.00021,I,0.0020
289,R,0.53,K80,23,14:01:23,U,0.0013,I,0.0026
290,R,0.28,K80,23,14:01:34,U,0.00073,I,0.0026
291,R,0.14,K80,23,14:01:44,U,0.00036,I,0.0026
292,R,0.15,K80,23,14:01:55,U,0.00039,I,0.0026
293,R,0.14,K80,23,14:02:05,U,0.00035,I,0.0026
294,R,0.03,K80,23,14:02:18,U,0.000087,I,0.0026
295,R,0.06,K80,23,14:02:31,U,0.00014,I,0.0026
296,R,0.05,K80,23,14:02:43,U,0.00014,I,0.0026
297,R,0.06,K80,23,14:02:54,U,0.00015,I,0.0026
298,R,0.07,K80,23,14:03:06,U,0.00019,I,0.0026
299,R,0.10,K80,23,14:03:17,U,0.00026,I,0.0026
300,R,0.71,K64,23,14:03:40,U,0.0016,I,0.0023
301,R,0.23,K64,23,14:04:00,U,0.00054,I,0.0023
302,R,0.28,K64,23,14:04:10,U,0.00067,I,0.0024
303,R,0.22,K64,23,14:04:20,U,0.00052,I,0.0023
304,R,0.10,K64,23,14:04:30,U,0.00023,I,0.0024
305,R,0.10,K64,23,14:04:43,U,0.00022,I,0.0023
306,R,0.01,K64,23,14:04:54,U,0.000016,I,0.0023
307,R,0.02,K64,23,14:05:05,U,0.000058,I,0.0023
308,R,0.06,K64,23,14:05:17,U,0.00013,I,0.0023
309,R,0.09,K64,23,14:05:27,U,0.00021,I,0.0023
310,R,0.07,K64,23,14:05:37,U,0.00017,I,0.0023
311,R,0.63,K64,23,14:06:02,U,0.0014,I,0.0023
312,R,0.36,K64,23,14:06:15,U,0.00084,I,0.0023
313,R,0.25,K64,23,14:06:25,U,0.00057,I,0.0023
314,R,0.12,K64,23,14:06:36,U,0.00026,I,0.0023
315,R,0.11,K64,23,14:06:47,U,0.00024,I,0.0023
316,R,0.01,K64,23,14:06:58,U,0.000022,I,0.0022
317,R,0.01,K64,23,14:07:09,U,0.000034,I,0.0022
318,R,0.05,K64,23,14:07:21,U,0.00012,I,0.0023
319,R,0.08,K64,23,14:07:32,U,0.00018,I,0.0023
320,R,0.07,K64,23,14:07:42,U,0.00015,I,0.0023
321,R,0.14,K64,23,14:07:52,U,0.00032,I,0.0023
322,R,0.60,K80,23,14:08:10,U,0.0018,I,0.0030
323,R,0.33,K80,23,14:08:23,U,0.0010,I,0.0030
324,R,0.16,K80,23,14:08:34,U,0.00047,I,0.0030
325,R,0.15,K80,23,14:08:45,U,0.00044,I,0.0030
326,R,0.02,K80,23,14:08:56,U,0.000067,I,0.0030
327,R,0.01,K80,23,14:09:06,U,0.000026,I,0.0029
328,R,0.03,K80,23,14:09:18,U,0.00010,I,0.0030
329,R,0.11,K80,23,14:09:29,U,0.00032,I,0.0030
330,R,0.09,K80,23,14:09:40,U,0.00026,I,0.0030
331,R,0.18,K80,23,14:09:50,U,0.00055,I,0.0030
332,R,0.01,K80,23,14:10:02,U,0.000041,I,0.0030
333,R,0.66,K80,23,14:10:25,U,0.0017,I,0.0026
334,R,0.29,K80,23,14:10:36,U,0.00074,I,0.0026
335,R,0.19,K80,23,14:10:48,U,0.00049,I,0.0026
336,R,0.05,K80,23,14:10:59,U,0.00011,I,0.0026
337,R,0.01,K80,23,14:11:10,U,0.000038,I,0.0026
338,R,0.04,K80,23,14:11:43,U,0.00010,I,0.0026
339,R,0.11,K80,23,14:11:54,U,0.00027,I,0.0026
340,R,0.09,K80,23,14:12:05,U,0.00023,I,0.0026
341,R,0.18,K80,23,14:12:15,U,0.00045,I,0.0026
342,R,0.03,K80,23,14:12:25,U,0.000072,I,0.0026
343,R,0.01,K80,23,14:12:36,U,0.000033,I,0.0026
344,R,0.61,K80,23,14:13:25,U,0.0016,I,0.0026
345,R,0.33,K80,23,14:13:36,U,0.00088,I,0.0026
346,R,0.13,K80,23,14:13:46,U,0.00035,I,0.0026
347,R,0.05,K80,23,14:13:57,U,0.00013,I,0.0026
348,R,0.03,K80,23,14:14:09,U,0.000090,I,0.0026
349,R,0.15,K80,23,14:14:20,U,0.00039,I,0.0026
350,R,0.14,K80,23,14:14:30,U,0.00036,I,0.0026
351,R,0.22,K80,23,14:14:41,U,0.00057,I,0.0026
352,R,0.01,K80,23,14:14:52,U,0.000030,I,0.0026
353,R,0.01,K80,23,14:15:04,U,0.000016,I,0.0026
354,R,0.08,K80,23,14:15:15,U,0.00020,I,0.0026
355,R,0.60,K80,23,14:15:42,U,0.0017,I,0.0028
356,R,0.31,K80,23,14:15:53,U,0.00088,I,0.0028
357,R,0.14,K80,23,14:16:04,U,0.00041,I,0.0028
358,R,0.04,K80,23,14:16:16,U,0.00011,I,0.0028
359,R,0.14,K80,23,14:16:27,U,0.00040,I,0.0028
360,R,0.11,K80,23,14:16:37,U,0.00031,I,0.0028
361,R,0.18,K80,23,14:16:47,U,0.00051,I,0.0028
362,R,0.00,K80,23,14:16:58,U,0.000011,I,0.0027
363,R,0.00,K80,23,14:17:08,U,0.0000024,I,0.0024
364,R,0.04,K80,23,14:17:19,U,0.00012,I,0.0028
365,R,0.03,K80,23,14:17:34,U,0.000090,I,0.0028
366,R,0.56,K80,23,14:17:56,U,0.0014,I,0.0026
367,R,0.24,K80,23,14:18:07,U,0.00061,I,0.0026
368,R,0.06,K80,23,14:18:21,U,0.00016,I,0.0026
369,R,0.17,K80,23,14:18:32,U,0.00045,I,0.0026
370,R,0.15,K80,23,14:18:44,U,0.00038,I,0.0026
371,R,0.21,K80,23,14:18:55,U,0.00056,I,0.0026
372,R,0.00,K80,23,14:19:05,U,0.0000089,I,0.0025
373,R,0.00,K80,23,14:19:16,U,0.0000006,I,0.0025
374,R,0.06,K80,23,14:19:27,U,0.00015,I,0.0026
375,R,0.04,K80,23,14:19:39,U,0.000095,I,0.0026
376,R,0.01,K80,23,14:19:50,U,0.000032,I,0.0025
377,R,0.45,K64,23,14:20:13,U,0.0010,I,0.0023
378,R,0.15,K64,23,14:20:24,U,0.00035,I,0.0023
379,R,0.17,K64,23,14:20:35,U,0.00039,I,0.0023
380,R,0.13,K64,23,14:20:46,U,0.00030,I,0.0023
381,R,0.13,K64,23,14:20:56,U,0.00031,I,0.0023
382,R,0.01,K64,23,14:21:06,U,0.000017,I,0.0023
383,R,0.01,K64,23,14:21:17,U,0.000017,I,0.0023
384,R,0.04,K64,23,14:21:28,U,0.000097,I,0.0023
385,R,0.03,K64,23,14:21:39,U,0.000080,I,0.0023
386,R,0.02,K64,23,14:21:51,U,0.000054,I,0.0023
387,R,0.02,K64,23,14:22:02,U,0.000047,I,0.0023
388,R,0.27,K80,23,14:22:25,U,0.00075,I,0.0027
389,R,0.33,K80,23,14:22:36,U,0.00092,I,0.0027
390,R,0.27,K80,23,14:22:47,U,0.00075,I,0.0027
391,R,0.36,K80,23,14:22:59,U,0.00099,I,0.0027
392,R,0.16,K80,23,14:23:09,U,0.00044,I,0.0027
393,R,0.12,K80,23,14:23:20,U,0.00033,I,0.0027
394,R,0.04,K80,23,14:23:30,U,0.00010,I,0.0027
395,R,0.07,K80,23,14:23:41,U,0.00019,I,0.0027
396,R,0.08,K80,23,14:23:51,U,0.00023,I,0.0027
397,R,0.10,K80,23,14:24:02,U,0.00027,I,0.0027
398,R,0.10,K80,23,14:24:13,U,0.00028,I,0.0027
399,R,0.45,K80,23,14:24:34,U,0.0012,I,0.0027
400,R,0.35,K80,23,14:24:45,U,0.00094,I,0.0027
401,R,0.42,K80,23,14:24:56,U,0.0011,I,0.0027
402,R,0.19,K80,23,14:25:06,U,0.00052,I,0.0027
403,R,0.14,K80,23,14:25:17,U,0.00038,I,0.0027
404,R,0.05,K80,23,14:25:27,U,0.00014,I,0.0027
405,R,0.08,K80,23,14:25:40,U,0.00021,I,0.0027
406,R,0.09,K80,23,14:25:50,U,0.00025,I,0.0027
407,R,0.11,K80,23,14:26:01,U,0.00031,I,0.0027
408,R,0.12,K80,23,14:27:14,U,0.00033,I,0.0027
409,R,0.07,K80,23,14:27:24,U,0.00017,I,0.0027
410,R,0.55,K64,23,14:27:52,U,0.0012,I,0.0023
411,R,0.60,K64,23,14:28:03,U,0.0014,I,0.0023
412,R,0.30,K64,23,14:28:14,U,0.00069,I,0.0023
413,R,0.20,K64,23,14:28:25,U,0.00047,I,0.0023
414,R,0.09,K64,23,14:28:37,U,0.00019,I,0.0023
415,R,0.12,K64,23,14:28:51,U,0.00027,I,0.0023
416,R,0.13,K64,23,14:29:02,U,0.00030,I,0.0023
417,R,0.16,K64,23,14:29:13,U,0.00037,I,0.0023
418,R,0.16,K64,23,14:29:26,U,0.00037,I,0.0023
419,R,0.09,K64,23,14:29:38,U,0.00022,I,0.0023
420,R,0.07,K64,23,14:29:49,U,0.00015,I,0.0023
421,R,0.77,K80,23,14:30:13,U,0.0023,I,0.0030
422,R,0.39,K80,23,14:30:24,U,0.0012,I,0.0030
423,R,0.26,K80,23,14:30:36,U,0.00078,I,0.0030
424,R,0.13,K80,23,14:30:53,U,0.00039,I,0.0030
425,R,0.12,K80,23,14:31:06,U,0.00037,I,0.0030
426,R,0.13,K80,23,14:31:17,U,0.00040,I,0.0030
427,R,0.14,K80,23,14:31:29,U,0.00043,I,0.0030
428,R,0.13,K80,23,14:31:40,U,0.00041,I,0.0030
429,R,0.08,K80,23,14:31:52,U,0.00025,I,0.0030
430,R,0.06,K80,23,14:32:03,U,0.00017,I,0.0030
431,R,0.08,K80,23,14:32:13,U,0.00025,I,0.0030
432,R,0.54,K96,23,14:32:33,U,0.0017,I,0.0032
433,R,0.34,K96,23,14:32:45,U,0.0011,I,0.0032
434,R,0.16,K96,23,14:32:56,U,0.00050,I,0.0032
435,R,0.14,K96,23,14:33:08,U,0.00046,I,0.0032
436,R,0.15,K96,23,14:33:21,U,0.00048,I,0.0032
437,R,0.14,K96,23,14:33:43,U,0.00046,I,0.0032
438,R,0.13,K96,23,14:33:56,U,0.00042,I,0.0032
439,R,0.08,K96,23,14:34:07,U,0.00027,I,0.0032
440,R,0.08,K96,23,14:34:17,U,0.00026,I,0.0032
441,R,0.07,K96,23,14:34:27,U,0.00024,I,0.0032
442,R,0.06,K96,23,14:34:38,U,0.00018,I,0.0032
443,R,0.41,K96,23,14:35:05,U,0.0013,I,0.0031
444,R,0.20,K96,23,14:35:16,U,0.00062,I,0.0031
445,R,0.16,K96,23,14:35:26,U,0.00052,I,0.0032
446,R,0.17,K96,23,14:35:36,U,0.00052,I,0.0031
447,R,0.16,K96,23,14:35:46,U,0.00050,I,0.0032
448,R,0.14,K96,23,14:35:57,U,0.00043,I,0.0031
449,R,0.09,K96,23,14:36:07,U,0.00028,I,0.0032
450,R,0.08,K96,23,14:36:17,U,0.00024,I,0.0032
451,R,0.08,K96,23,14:36:27,U,0.00026,I,0.0032
452,R,0.07,K96,23,14:36:37,U,0.00021,I,0.0031
453,R,0.16,K96,23,14:36:47,U,0.00051,I,0.0032
454,R,0.31,K80,23,14:37:10,U,0.00092,I,0.0029
455,R,0.23,K80,23,14:37:22,U,0.00070,I,0.0029
456,R,0.20,K80,23,14:37:33,U,0.00059,I,0.0029
457,R,0.18,K80,23,14:37:43,U,0.00054,I,0.0029
458,R,0.16,K80,23,14:37:54,U,0.00046,I,0.0029
459,R,0.10,K80,23,14:38:05,U,0.00031,I,0.0029
460,R,0.03,K80,23,14:38:15,U,0.000081,I,0.0029
461,R,0.09,K80,23,14:38:25,U,0.00028,I,0.0029
462,R,0.09,K80,23,14:38:36,U,0.00026,I,0.0029
463,R,0.16,K80,23,14:38:45,U,0.00047,I,0.0029
464,R,0.02,K80,23,14:38:56,U,0.000069,I,0.0029
